change_id,change_date,citizen_id,reason_code,score_delta,recorded_by_officer_id
CH-0009202,2026-06-17,PR-00680,PR-110,4,OFC-224
CH-0009203,2026-01-26,PR-01486,CV-001,6,OFC-109
CH-0009204,2026-04-25,PR-01937,FN-040,1,OFC-205
CH-0009205,2026-06-28,PR-02662,FN-041,-5,OFC-110
CH-0009206,2026-06-26,PR-02048,TR-060,-3,OFC-242
CH-0009207,2026-06-22,PR-00953,CV-021,-48,OFC-192
CH-0009208,2026-02-07,PR-00921,EM-030,13,OFC-169
CH-0009209,2026-06-03,PR-01192,TR-061,-45,OFC-108
CH-0009210,2026-02-10,PR-01728,CV-001,3,OFC-248
CH-0009211,2026-01-20,PR-00192,EM-030,12,OFC-210
CH-0009212,2026-06-29,PR-00276,SR-102,9,OFC-210
CH-0009213,2026-02-12,PR-02483,CV-021,-48,OFC-109
CH-0009214,2026-01-21,PR-00369,TR-061,-47,OFC-126
CH-0009215,2026-04-08,PR-00707,TR-062,6,OFC-238
CH-0009216,2026-02-14,PR-02560,SC-013,-77,OFC-139
CH-0009217,2026-05-31,PR-01891,FN-041,-5,OFC-167
CH-0009218,2026-01-24,PR-01415,CL-091,21,OFC-131
CH-0009219,2026-01-27,PR-02702,NW-071,-24,OFC-220
CH-0009220,2026-04-30,PR-01812,CL-090,-12,OFC-156
CH-0009221,2026-02-14,PR-02587,CL-091,21,OFC-247
CH-0009222,2026-06-29,PR-02438,AP-080,34,OFC-120
CH-0009223,2026-01-21,PR-00561,CV-021,-52,OFC-239
CH-0009224,2026-02-26,PR-02784,NW-071,-24,OFC-235
CH-0009225,2026-04-01,PR-00797,CV-002,-23,OFC-244
CH-0009226,2026-05-17,PR-02283,CL-090,-14,OFC-209
CH-0009227,2026-03-08,PR-01283,CV-021,-49,OFC-101
CH-0009228,2026-06-10,PR-02564,AP-080,35,OFC-140
CH-0009229,2026-01-06,PR-02971,PR-110,-1,OFC-217
CH-0009230,2026-01-20,PR-02297,SC-011,-38,OFC-186
CH-0009231,2026-02-27,PR-01542,SC-013,-74,OFC-175
CH-0009232,2026-02-08,PR-02785,SR-100,-56,OFC-230
CH-0009233,2026-06-15,PR-02837,FN-040,2,OFC-249
CH-0009234,2026-01-24,PR-02250,CV-003,-60,OFC-217
CH-0009235,2026-01-26,PR-02261,NW-070,16,OFC-202
CH-0009236,2026-04-25,PR-90004,CV-020,12,OFC-155
CH-0009237,2026-03-25,PR-02948,SR-102,8,OFC-230
CH-0009238,2026-06-29,PR-02616,SC-012,-14,OFC-143
CH-0009239,2026-05-22,PR-01934,SC-010,5,OFC-157
CH-0009240,2026-01-23,PR-02099,PR-110,1,OFC-208
CH-0009241,2026-02-22,PR-01509,TR-062,3,OFC-215
CH-0009242,2026-01-14,PR-00855,SR-102,9,OFC-198
CH-0009243,2026-01-17,PR-00735,NW-070,16,OFC-149
CH-0009244,2026-06-21,PR-00664,CV-002,-25,OFC-134
CH-0009245,2026-06-26,PR-02836,TR-062,4,OFC-226
CH-0009246,2026-06-10,PR-01303,AP-080,32,OFC-124
CH-0009247,2026-01-10,PR-02673,PR-110,2,OFC-206
CH-0009248,2026-01-29,PR-01607,NW-071,-20,OFC-156
CH-0009249,2026-05-19,PR-02941,SC-010,7,OFC-126
CH-0009250,2026-01-26,PR-02853,EM-030,11,OFC-138
CH-0009251,2026-04-07,PR-00226,AP-081,-8,OFC-231
CH-0009252,2026-05-20,PR-01895,FN-041,-11,OFC-221
CH-0009253,2026-04-17,PR-01270,CV-003,-59,OFC-214
CH-0009254,2026-01-17,PR-01812,HE-050,8,OFC-110
CH-0009255,2026-03-13,PR-02206,TR-060,-1,OFC-225
CH-0009256,2026-06-06,PR-01526,SC-011,-42,OFC-151
CH-0009257,2026-05-12,PR-00789,CV-002,-28,OFC-175
CH-0009258,2026-06-03,PR-01300,CL-090,-14,OFC-135
CH-0009259,2026-06-29,PR-01540,CV-020,13,OFC-216
CH-0009260,2026-03-07,PR-01468,CV-001,6,OFC-236
CH-0009261,2026-02-05,PR-02408,SR-102,7,OFC-200
CH-0009262,2026-04-16,PR-02446,PR-111,-30,OFC-126
CH-0009263,2026-03-31,PR-02171,SC-013,-76,OFC-105
CH-0009264,2026-06-26,PR-01759,TR-062,1,OFC-206
CH-0009265,2026-03-19,PR-02950,NW-071,-23,OFC-145
CH-0009266,2026-05-27,PR-02883,CV-021,-48,OFC-201
CH-0009267,2026-06-08,PR-00538,TR-062,1,OFC-185
CH-0009268,2026-06-15,PR-00452,NW-072,-12,OFC-101
CH-0009269,2026-02-08,PR-00783,TR-061,-42,OFC-152
CH-0009270,2026-04-11,PR-01073,NW-070,12,OFC-191
CH-0009271,2026-06-03,PR-01640,NW-071,-23,OFC-149
CH-0009272,2026-04-20,PR-00795,CV-001,3,OFC-224
CH-0009273,2026-06-28,PR-00153,CV-001,3,OFC-244
CH-0009274,2026-01-09,PR-00655,CV-003,-61,OFC-230
CH-0009275,2026-03-14,PR-02437,EM-031,-17,OFC-138
CH-0009276,2026-03-23,PR-02943,NW-070,13,OFC-106
CH-0009277,2026-06-17,PR-01735,EM-031,-20,OFC-123
CH-0009278,2026-05-25,PR-02152,CL-090,-14,OFC-234
CH-0009279,2026-06-05,PR-00094,SC-012,-16,OFC-152
CH-0009280,2026-03-05,PR-00742,SC-010,6,OFC-172
CH-0009281,2026-06-28,PR-02070,AP-080,33,OFC-130
CH-0009282,2026-03-27,PR-00995,CL-091,18,OFC-136
CH-0009283,2026-01-02,PR-00232,SR-100,-56,OFC-175
CH-0009284,2026-01-04,PR-02895,NW-071,-21,OFC-219
CH-0009285,2026-02-18,PR-02131,CL-091,21,OFC-138
CH-0009286,2026-06-22,PR-02106,EM-031,-23,OFC-178
CH-0009287,2026-03-26,PR-01486,NW-072,-8,OFC-185
CH-0009288,2026-02-04,PR-01218,EM-031,-22,OFC-166
CH-0009289,2026-05-11,PR-02785,CL-090,-15,OFC-129
CH-0009290,2026-01-17,PR-02743,NW-071,-21,OFC-165
CH-0009291,2026-01-08,PR-00151,FN-040,0,OFC-112
CH-0009292,2026-05-26,PR-02717,SC-013,-78,OFC-123
CH-0009293,2026-01-01,PR-02265,AP-081,-4,OFC-154
CH-0009294,2026-06-14,PR-00609,SR-102,8,OFC-135
CH-0009295,2026-04-12,PR-02164,TR-062,3,OFC-109
CH-0009296,2026-02-04,PR-02453,AP-080,34,OFC-182
CH-0009297,2026-02-27,PR-02157,AP-081,-8,OFC-190
CH-0009298,2026-03-25,PR-02522,EM-030,9,OFC-127
CH-0009299,2026-05-12,PR-01560,FN-041,-8,OFC-128
CH-0009300,2026-06-07,PR-00100,NW-072,-7,OFC-162
CH-0009301,2026-05-22,PR-00594,HE-051,-21,OFC-134
CH-0009302,2026-04-10,PR-02302,CV-020,10,OFC-208
CH-0009303,2026-02-24,PR-02456,SR-101,-38,OFC-196
CH-0009304,2026-06-04,PR-01571,EM-030,11,OFC-238
CH-0009305,2026-02-17,PR-00721,CL-090,-12,OFC-113
CH-0009306,2026-05-29,PR-01346,SC-011,-37,OFC-213
CH-0009307,2026-05-18,PR-01435,FN-040,1,OFC-221
CH-0009308,2026-05-10,PR-02704,CL-091,16,OFC-184
CH-0009309,2026-05-18,PR-01864,NW-072,-7,OFC-125
CH-0009310,2026-06-09,PR-02396,TR-061,-45,OFC-197
CH-0009311,2026-06-03,PR-00850,SR-102,4,OFC-141
CH-0009312,2026-03-26,PR-01333,SC-010,9,OFC-125
CH-0009313,2026-04-28,PR-00868,SC-011,-38,OFC-170
CH-0009314,2026-03-28,PR-00871,CL-091,19,OFC-124
CH-0009315,2026-03-09,PR-02452,SR-102,5,OFC-180
CH-0009316,2026-04-24,PR-02817,SC-013,-78,OFC-234
CH-0009317,2026-06-01,PR-00166,CL-091,18,OFC-210
CH-0009318,2026-04-29,PR-00581,CL-090,-14,OFC-187
CH-0009319,2026-05-29,PR-01586,SR-102,6,OFC-234
CH-0009320,2026-02-11,PR-02621,SC-012,-18,OFC-187
CH-0009321,2026-04-27,PR-00834,FN-040,3,OFC-127
CH-0009322,2026-01-27,PR-01908,CV-021,-52,OFC-178
CH-0009323,2026-05-04,PR-01366,TR-061,-43,OFC-144
CH-0009324,2026-06-11,PR-00242,FN-040,0,OFC-173
CH-0009325,2026-03-05,PR-00708,SC-013,-75,OFC-238
CH-0009326,2026-01-05,PR-00345,PR-111,-25,OFC-164
CH-0009327,2026-05-31,PR-01281,SR-100,-53,OFC-141
CH-0009328,2026-01-10,PR-00906,NW-072,-10,OFC-157
CH-0009329,2026-02-25,PR-01604,SC-013,-74,OFC-168
CH-0009330,2026-03-21,PR-00680,HE-050,3,OFC-234
CH-0009331,2026-03-02,PR-00041,NW-072,-13,OFC-211
CH-0009332,2026-05-23,PR-02725,NW-072,-12,OFC-203
CH-0009333,2026-04-04,PR-00407,SR-102,9,OFC-227
CH-0009334,2026-02-18,PR-01922,TR-061,-48,OFC-222
CH-0009335,2026-04-29,PR-01184,AP-081,-2,OFC-242
CH-0009336,2026-04-15,PR-00130,CV-002,-27,OFC-221
CH-0009337,2026-05-13,PR-00958,CV-001,4,OFC-246
CH-0009338,2026-05-05,PR-02424,AP-081,-3,OFC-143
CH-0009339,2026-04-19,PR-00452,EM-030,8,OFC-134
CH-0009340,2026-02-19,PR-02181,CV-020,12,OFC-186
CH-0009341,2026-05-11,PR-01481,CL-090,-14,OFC-185
CH-0009342,2026-03-19,PR-00905,FN-041,-9,OFC-186
CH-0009343,2026-04-21,PR-01174,FN-041,-7,OFC-108
CH-0009344,2026-04-19,PR-02291,CV-003,-60,OFC-211
CH-0009345,2026-05-30,PR-00228,FN-040,1,OFC-128
CH-0009346,2026-01-05,PR-01800,CL-090,-13,OFC-247
CH-0009347,2026-01-29,PR-02323,CV-020,15,OFC-239
CH-0009348,2026-03-12,PR-00013,FN-040,6,OFC-138
CH-0009349,2026-01-02,PR-02857,SC-011,-38,OFC-165
CH-0009350,2026-05-29,PR-01746,NW-070,17,OFC-126
CH-0009351,2026-03-27,PR-02388,CV-002,-22,OFC-246
CH-0009352,2026-05-02,PR-02370,EM-030,10,OFC-134
CH-0009353,2026-05-06,PR-01671,PR-110,3,OFC-137
CH-0009354,2026-04-14,PR-01051,CL-090,-12,OFC-116
CH-0009355,2026-01-15,PR-00554,HE-051,-20,OFC-184
CH-0009356,2026-03-28,PR-02506,SC-013,-76,OFC-129
CH-0009357,2026-02-20,PR-01968,NW-072,-11,OFC-184
CH-0009358,2026-02-24,PR-01275,CV-021,-53,OFC-167
CH-0009359,2026-02-11,PR-01254,SR-100,-56,OFC-187
CH-0009360,2026-04-15,PR-01860,CV-021,-52,OFC-136
CH-0009361,2026-02-18,PR-00676,SR-101,-35,OFC-191
CH-0009362,2026-01-12,PR-01575,EM-030,7,OFC-165
CH-0009363,2026-06-03,PR-00085,HE-051,-18,OFC-239
CH-0009364,2026-04-01,PR-02166,HE-051,-15,OFC-110
CH-0009365,2026-05-06,PR-00889,FN-041,-5,OFC-174
CH-0009366,2026-03-18,PR-00286,NW-072,-13,OFC-148
CH-0009367,2026-02-16,PR-02517,HE-051,-15,OFC-231
CH-0009368,2026-06-08,PR-01755,AP-080,36,OFC-145
CH-0009369,2026-06-01,PR-02705,TR-060,0,OFC-102
CH-0009370,2026-04-01,PR-02174,AP-080,36,OFC-155
CH-0009371,2026-01-30,PR-01703,CV-001,6,OFC-208
CH-0009372,2026-06-30,PR-00608,SR-102,4,OFC-216
CH-0009373,2026-01-03,PR-00037,SR-101,-39,OFC-120
CH-0009374,2026-04-07,PR-00624,SC-012,-18,OFC-121
CH-0009375,2026-05-31,PR-00937,AP-080,32,OFC-153
CH-0009376,2026-05-30,PR-02931,CV-020,13,OFC-184
CH-0009377,2026-02-16,PR-02123,SC-013,-78,OFC-201
CH-0009378,2026-01-04,PR-02986,NW-072,-10,OFC-147
CH-0009379,2026-06-13,PR-01636,AP-081,-3,OFC-120
CH-0009380,2026-03-25,PR-02800,CV-003,-62,OFC-245
CH-0009381,2026-06-11,PR-00272,TR-062,5,OFC-191
CH-0009382,2026-03-06,PR-00611,CL-090,-14,OFC-167
CH-0009383,2026-03-25,PR-01260,CL-091,21,OFC-122
CH-0009384,2026-03-23,PR-01190,FN-040,1,OFC-240
CH-0009385,2026-03-18,PR-02896,TR-060,2,OFC-234
CH-0009386,2026-04-25,PR-01155,SR-100,-57,OFC-120
CH-0009387,2026-04-09,PR-00655,CV-002,-22,OFC-153
CH-0009388,2026-03-21,PR-00305,SR-102,8,OFC-101
CH-0009389,2026-04-03,PR-01852,SR-100,-54,OFC-235
CH-0009390,2026-02-04,PR-00352,SC-012,-18,OFC-236
CH-0009391,2026-05-06,PR-00692,SC-010,8,OFC-196
CH-0009392,2026-01-07,PR-02046,NW-071,-25,OFC-154
CH-0009393,2026-02-10,PR-01587,CL-091,17,OFC-247
CH-0009394,2026-03-06,PR-02599,TR-061,-47,OFC-190
CH-0009395,2026-01-20,PR-02258,SC-012,-17,OFC-159
CH-0009396,2026-06-19,PR-01941,FN-040,4,OFC-161
CH-0009397,2026-06-02,PR-01562,EM-031,-20,OFC-114
CH-0009398,2026-02-20,PR-01121,TR-062,6,OFC-175
CH-0009399,2026-03-17,PR-01965,SR-101,-36,OFC-204
CH-0009400,2026-05-12,PR-00442,CL-090,-14,OFC-206
CH-0009401,2026-03-04,PR-02552,NW-072,-13,OFC-198
CH-0009402,2026-02-27,PR-00380,CV-020,12,OFC-119
CH-0009403,2026-05-06,PR-02449,EM-031,-18,OFC-102
CH-0009404,2026-04-14,PR-01052,TR-062,4,OFC-188
CH-0009405,2026-04-20,PR-01086,FN-041,-6,OFC-123
CH-0009406,2026-04-23,PR-02166,SC-013,-75,OFC-195
CH-0009407,2026-02-04,PR-00863,TR-060,-1,OFC-195
CH-0009408,2026-06-22,PR-01388,AP-080,36,OFC-221
CH-0009409,2026-04-15,PR-00159,HE-050,9,OFC-150
CH-0009410,2026-06-02,PR-01916,AP-080,35,OFC-202
CH-0009411,2026-01-07,PR-02385,SR-101,-39,OFC-168
CH-0009412,2026-06-10,PR-00783,HE-050,6,OFC-238
CH-0009413,2026-05-26,PR-01062,FN-040,4,OFC-109
CH-0009414,2026-06-29,PR-00512,SC-013,-75,OFC-178
CH-0009415,2026-03-03,PR-01543,NW-070,12,OFC-127
CH-0009416,2026-01-05,PR-01365,FN-041,-9,OFC-152
CH-0009417,2026-01-23,PR-90003,CV-003,-62,OFC-121
CH-0009418,2026-01-12,PR-00353,CV-021,-53,OFC-104
CH-0009419,2026-01-06,PR-00927,SC-011,-39,OFC-117
CH-0009420,2026-03-21,PR-00777,SC-012,-16,OFC-211
CH-0009421,2026-05-10,PR-01757,EM-030,8,OFC-101
CH-0009422,2026-01-25,PR-00233,EM-030,9,OFC-220
CH-0009423,2026-03-25,PR-00921,FN-040,2,OFC-124
CH-0009424,2026-01-13,PR-01972,NW-071,-24,OFC-182
CH-0009425,2026-06-27,PR-01315,FN-041,-6,OFC-184
CH-0009426,2026-03-16,PR-00735,SC-013,-72,OFC-247
CH-0009427,2026-03-03,PR-01390,SC-013,-77,OFC-170
CH-0009428,2026-04-04,PR-00698,TR-061,-44,OFC-198
CH-0009429,2026-04-17,PR-01021,NW-070,17,OFC-104
CH-0009430,2026-04-04,PR-00351,HE-051,-15,OFC-244
CH-0009431,2026-06-28,PR-01673,CV-021,-51,OFC-208
CH-0009432,2026-04-28,PR-00964,PR-110,3,OFC-200
CH-0009433,2026-04-24,PR-01828,AP-081,-4,OFC-187
CH-0009434,2026-03-27,PR-01939,SC-011,-42,OFC-234
CH-0009435,2026-01-31,PR-02286,SR-101,-40,OFC-234
CH-0009436,2026-05-07,PR-00285,EM-031,-17,OFC-173
CH-0009437,2026-03-05,PR-00477,CV-003,-63,OFC-208
CH-0009438,2026-05-18,PR-02067,CL-091,19,OFC-237
CH-0009439,2026-05-12,PR-02906,TR-060,-1,OFC-162
CH-0009440,2026-01-07,PR-02568,TR-061,-48,OFC-145
CH-0009441,2026-06-11,PR-00449,NW-071,-20,OFC-176
CH-0009442,2026-06-12,PR-01927,PR-111,-29,OFC-154
CH-0009443,2026-02-15,PR-02508,HE-051,-17,OFC-113
CH-0009444,2026-02-20,PR-01463,HE-050,4,OFC-226
CH-0009445,2026-01-29,PR-01441,TR-061,-42,OFC-144
CH-0009446,2026-04-26,PR-00729,PR-111,-26,OFC-136
CH-0009447,2026-05-19,PR-00032,PR-111,-28,OFC-107
CH-0009448,2026-06-08,PR-02439,EM-030,8,OFC-219
CH-0009449,2026-03-24,PR-00038,FN-041,-9,OFC-133
CH-0009450,2026-02-05,PR-00785,SC-011,-40,OFC-111
CH-0009451,2026-04-30,PR-01574,HE-050,5,OFC-230
CH-0009452,2026-03-07,PR-02119,CV-002,-25,OFC-220
CH-0009453,2026-01-20,PR-02313,NW-070,12,OFC-192
CH-0009454,2026-03-01,PR-02056,NW-072,-13,OFC-214
CH-0009455,2026-06-26,PR-01340,PR-110,5,OFC-132
CH-0009456,2026-06-11,PR-00043,EM-030,8,OFC-204
CH-0009457,2026-06-26,PR-02565,CV-020,12,OFC-110
CH-0009458,2026-03-01,PR-01795,HE-050,4,OFC-159
CH-0009459,2026-02-11,PR-00672,AP-080,38,OFC-113
CH-0009460,2026-05-19,PR-01019,CV-002,-25,OFC-216
CH-0009461,2026-02-22,PR-00497,SR-100,-54,OFC-147
CH-0009462,2026-05-03,PR-00716,SR-102,7,OFC-135
CH-0009463,2026-05-03,PR-00898,NW-072,-13,OFC-107
CH-0009464,2026-04-23,PR-01177,SR-100,-56,OFC-155
CH-0009465,2026-04-11,PR-00672,CV-020,11,OFC-239
CH-0009466,2026-01-12,PR-02139,CV-003,-57,OFC-142
CH-0009467,2026-04-19,PR-02721,NW-072,-13,OFC-175
CH-0009468,2026-05-05,PR-02895,AP-080,34,OFC-109
CH-0009469,2026-01-06,PR-00407,CV-001,7,OFC-179
CH-0009470,2026-01-01,PR-01458,SR-101,-35,OFC-223
CH-0009471,2026-05-09,PR-00663,SC-011,-42,OFC-162
CH-0009472,2026-04-10,PR-02441,CL-091,21,OFC-214
CH-0009473,2026-05-15,PR-02944,PR-111,-31,OFC-117
CH-0009474,2026-01-16,PR-02548,FN-041,-10,OFC-193
CH-0009475,2026-04-28,PR-00119,NW-070,15,OFC-111
CH-0009476,2026-06-25,PR-02535,CV-002,-25,OFC-205
CH-0009477,2026-05-16,PR-00082,NW-072,-12,OFC-106
CH-0009478,2026-03-08,PR-00704,SC-011,-42,OFC-102
CH-0009479,2026-06-12,PR-02669,TR-060,3,OFC-211
CH-0009480,2026-03-09,PR-01328,HE-050,5,OFC-225
CH-0009481,2026-04-15,PR-00234,PR-111,-27,OFC-119
CH-0009482,2026-02-07,PR-00379,SR-102,5,OFC-242
CH-0009483,2026-01-17,PR-02520,SR-101,-40,OFC-139
CH-0009484,2026-01-29,PR-01497,EM-030,8,OFC-169
CH-0009485,2026-05-29,PR-00766,EM-031,-17,OFC-166
CH-0009486,2026-01-29,PR-02698,NW-072,-11,OFC-219
CH-0009487,2026-05-16,PR-01624,FN-041,-10,OFC-126
CH-0009488,2026-03-06,PR-01209,PR-110,1,OFC-209
CH-0009489,2026-03-22,PR-00130,TR-062,7,OFC-153
CH-0009490,2026-03-12,PR-01192,HE-050,3,OFC-249
CH-0009491,2026-05-10,PR-00975,SC-011,-41,OFC-113
CH-0009492,2026-03-24,PR-01674,EM-030,12,OFC-174
CH-0009493,2026-05-20,PR-02477,CL-090,-14,OFC-192
CH-0009494,2026-01-09,PR-02888,CL-090,-14,OFC-120
CH-0009495,2026-06-21,PR-02100,SC-011,-42,OFC-208
CH-0009496,2026-06-06,PR-00540,CV-002,-23,OFC-136
CH-0009497,2026-04-30,PR-00153,AP-081,-7,OFC-153
CH-0009498,2026-02-01,PR-00440,SR-101,-41,OFC-155
CH-0009499,2026-03-12,PR-02711,SC-010,6,OFC-126
CH-0009500,2026-04-08,PR-00990,SC-011,-42,OFC-152
CH-0009501,2026-05-02,PR-00806,CV-002,-27,OFC-175
CH-0009502,2026-06-27,PR-01164,EM-031,-19,OFC-199
CH-0009503,2026-05-20,PR-02016,NW-072,-13,OFC-232
CH-0009504,2026-05-16,PR-01488,CV-021,-52,OFC-138
CH-0009505,2026-06-12,PR-02132,SC-011,-39,OFC-188
CH-0009506,2026-01-06,PR-01366,CV-002,-22,OFC-227
CH-0009507,2026-05-16,PR-00619,CL-090,-12,OFC-160
CH-0009508,2026-03-11,PR-00852,FN-040,2,OFC-215
CH-0009509,2026-02-18,PR-01891,NW-072,-11,OFC-188
CH-0009510,2026-05-10,PR-02576,TR-061,-43,OFC-195
CH-0009511,2026-04-14,PR-02832,SC-013,-74,OFC-122
CH-0009512,2026-05-12,PR-00484,TR-061,-48,OFC-239
CH-0009513,2026-02-09,PR-02616,NW-072,-8,OFC-144
CH-0009514,2026-04-05,PR-00784,CL-090,-9,OFC-193
CH-0009515,2026-01-18,PR-02903,SC-012,-12,OFC-190
CH-0009516,2026-01-16,PR-00218,SR-100,-57,OFC-132
CH-0009517,2026-02-03,PR-01289,TR-062,2,OFC-135
CH-0009518,2026-05-16,PR-01390,CV-001,8,OFC-109
CH-0009519,2026-06-22,PR-02175,PR-111,-26,OFC-234
CH-0009520,2026-06-27,PR-01021,EM-030,9,OFC-176
CH-0009521,2026-01-27,PR-02604,HE-050,3,OFC-112
CH-0009522,2026-01-11,PR-02340,TR-060,2,OFC-152
CH-0009523,2026-02-07,PR-02546,CV-021,-47,OFC-219
CH-0009524,2026-02-06,PR-02535,TR-062,2,OFC-121
CH-0009525,2026-03-26,PR-00694,NW-072,-10,OFC-229
CH-0009526,2026-01-06,PR-02177,CV-021,-47,OFC-152
CH-0009527,2026-03-05,PR-01089,SC-013,-77,OFC-184
CH-0009528,2026-04-11,PR-02340,PR-110,0,OFC-179
CH-0009529,2026-01-21,PR-00990,CV-001,7,OFC-218
CH-0009530,2026-04-04,PR-02190,EM-031,-19,OFC-190
CH-0009531,2026-06-14,PR-01321,TR-060,-1,OFC-161
CH-0009532,2026-02-07,PR-01048,HE-050,4,OFC-133
CH-0009533,2026-03-26,PR-00303,CV-001,8,OFC-146
CH-0009534,2026-01-31,PR-02012,HE-050,5,OFC-237
CH-0009535,2026-03-28,PR-02808,TR-060,0,OFC-156
CH-0009536,2026-03-31,PR-02441,NW-070,12,OFC-116
CH-0009537,2026-03-07,PR-00880,PR-111,-26,OFC-130
CH-0009538,2026-05-09,PR-01985,CV-001,3,OFC-173
CH-0009539,2026-04-25,PR-00243,CV-020,13,OFC-102
CH-0009540,2026-03-25,PR-02736,FN-041,-8,OFC-237
CH-0009541,2026-02-24,PR-01462,NW-072,-10,OFC-229
CH-0009542,2026-06-26,PR-02069,AP-080,37,OFC-145
CH-0009543,2026-03-31,PR-00837,CV-020,13,OFC-250
CH-0009544,2026-06-02,PR-01490,NW-070,17,OFC-210
CH-0009545,2026-04-10,PR-00594,CV-001,7,OFC-205
CH-0009546,2026-04-03,PR-01290,FN-041,-6,OFC-248
CH-0009547,2026-06-26,PR-00390,CV-001,7,OFC-189
CH-0009548,2026-01-30,PR-00092,CV-003,-59,OFC-222
CH-0009549,2026-02-22,PR-02344,PR-110,2,OFC-220
CH-0009550,2026-02-06,PR-00818,CV-002,-23,OFC-170
CH-0009551,2026-05-22,PR-02399,SR-101,-41,OFC-189
CH-0009552,2026-01-04,PR-02158,NW-072,-8,OFC-193
CH-0009553,2026-01-05,PR-01290,SR-101,-41,OFC-115
CH-0009554,2026-04-03,PR-01021,PR-110,3,OFC-176
CH-0009555,2026-06-21,PR-02697,PR-111,-28,OFC-195
CH-0009556,2026-06-25,PR-00078,AP-081,-6,OFC-145
CH-0009557,2026-05-01,PR-02529,SR-102,7,OFC-226
CH-0009558,2026-03-03,PR-01888,NW-071,-23,OFC-193
CH-0009559,2026-05-20,PR-02503,NW-071,-24,OFC-234
CH-0009560,2026-02-22,PR-01197,SR-100,-54,OFC-227
CH-0009561,2026-01-23,PR-02247,TR-060,2,OFC-246
CH-0009562,2026-05-28,PR-02023,EM-030,11,OFC-167
CH-0009563,2026-03-07,PR-01984,CV-003,-63,OFC-130
CH-0009564,2026-06-07,PR-02835,SR-101,-35,OFC-224
CH-0009565,2026-05-09,PR-02235,CL-090,-10,OFC-153
CH-0009566,2026-03-08,PR-01983,CV-020,14,OFC-124
CH-0009567,2026-06-06,PR-00892,EM-031,-19,OFC-235
CH-0009568,2026-06-09,PR-01998,PR-110,0,OFC-219
CH-0009569,2026-02-04,PR-02841,TR-062,5,OFC-249
CH-0009570,2026-03-08,PR-00915,AP-080,36,OFC-216
CH-0009571,2026-01-21,PR-00223,CL-090,-12,OFC-149
CH-0009572,2026-05-23,PR-00096,CV-003,-59,OFC-136
CH-0009573,2026-06-24,PR-02569,CV-002,-28,OFC-203
CH-0009574,2026-05-28,PR-01425,SC-011,-39,OFC-246
CH-0009575,2026-01-27,PR-00856,CV-021,-47,OFC-103
CH-0009576,2026-04-29,PR-02215,EM-031,-21,OFC-206
CH-0009577,2026-06-22,PR-01973,EM-031,-20,OFC-236
CH-0009578,2026-04-10,PR-00827,SR-102,10,OFC-141
CH-0009579,2026-04-02,PR-02174,CL-091,17,OFC-228
CH-0009580,2026-04-30,PR-02824,CV-020,10,OFC-246
CH-0009581,2026-05-13,PR-00860,CV-003,-61,OFC-129
CH-0009582,2026-05-09,PR-01253,AP-081,-4,OFC-192
CH-0009583,2026-03-13,PR-01130,CV-002,-23,OFC-126
CH-0009584,2026-01-08,PR-00492,CV-020,11,OFC-156
CH-0009585,2026-05-12,PR-00410,NW-072,-9,OFC-130
CH-0009586,2026-05-05,PR-00242,EM-031,-21,OFC-222
CH-0009587,2026-04-08,PR-02270,CL-091,21,OFC-123
CH-0009588,2026-04-06,PR-01903,CV-003,-61,OFC-166
CH-0009589,2026-05-31,PR-02541,HE-050,4,OFC-200
CH-0009590,2026-04-02,PR-00076,SC-012,-14,OFC-208
CH-0009591,2026-06-22,PR-00786,AP-080,37,OFC-166
CH-0009592,2026-05-08,PR-02905,HE-051,-17,OFC-123
CH-0009593,2026-01-03,PR-02600,AP-081,-2,OFC-121
CH-0009594,2026-04-22,PR-00149,SC-012,-14,OFC-101
CH-0009595,2026-04-28,PR-01117,TR-060,3,OFC-230
CH-0009596,2026-02-10,PR-00842,SR-102,7,OFC-232
CH-0009597,2026-05-11,PR-01779,TR-061,-47,OFC-107
CH-0009598,2026-02-18,PR-00811,SC-012,-16,OFC-244
CH-0009599,2026-04-10,PR-00747,TR-062,2,OFC-164
CH-0009600,2026-03-18,PR-00193,NW-071,-22,OFC-143
CH-0009601,2026-05-22,PR-01478,CV-003,-57,OFC-213
CH-0009602,2026-01-25,PR-00919,CV-002,-28,OFC-209
CH-0009603,2026-04-27,PR-01039,PR-110,4,OFC-133
CH-0009604,2026-03-25,PR-02334,TR-060,0,OFC-180
CH-0009605,2026-05-21,PR-02779,TR-061,-45,OFC-233
CH-0009606,2026-03-09,PR-01712,EM-031,-19,OFC-236
CH-0009607,2026-01-05,PR-00952,SR-101,-39,OFC-171
CH-0009608,2026-01-29,PR-01508,SR-101,-35,OFC-167
CH-0009609,2026-06-24,PR-00599,AP-081,-3,OFC-215
CH-0009610,2026-02-12,PR-00981,HE-051,-19,OFC-208
CH-0009611,2026-01-16,PR-01373,FN-040,1,OFC-114
CH-0009612,2026-01-04,PR-00627,CV-002,-23,OFC-128
CH-0009613,2026-04-11,PR-02702,TR-061,-42,OFC-126
CH-0009614,2026-03-16,PR-02068,FN-040,2,OFC-172
CH-0009615,2026-04-06,PR-00519,CV-003,-57,OFC-210
CH-0009616,2026-04-02,PR-00007,EM-030,10,OFC-102
